feature,importance
route_KIXMLE,0.00024601652144053425
route_MRUPEN,0.00024531671399353723
route_KIXTGG,0.00024410972301355853
booking_origin_Oman,0.00024324220421223297
route_COKOOL,0.0002412970293957593
route_OOLREP,0.00024002668165262468
route_CGKCTU,0.00023960517827146272
route_DELSGN,0.00023848974331475866
booking_origin_Switzerland,0.00023740759034304823
route_SYDTRZ,0.00023736879080704792
route_PERSDK,0.0002368024256678147
route_KLOMEL,0.00023563091100793542
route_REPTPE,0.000231246847358993
route_MELSUB,0.00023051040760806098
booking_origin_Bahrain,0.0002304810354938582
route_HNDSYD,0.0002287301330843307
route_CTSSYD,0.0002269240802589738
route_PUSSUB,0.00022543367236411483
route_PEKTRZ,0.00022502590753316104
route_JHBMRU,0.00022320817399518284
route_HGHMEL,0.00022280345274361665
route_DELSYD,0.0002218780747028507
booking_origin_Denmark,0.0002218048469488951
route_COKKIX,0.00022161267497505165
route_KBRPUS,0.00021852611829706683
route_KBRPER,0.00021743532629345366
route_SYDSZX,0.00021414861281109844
route_KBVPER,0.00021319245974845785
route_CNXTPE,0.00020983281667449067
route_MFMOOL,0.00020709824174556274
route_PVGSGN,0.0002060026303559713
route_MYYOOL,0.00020489385992168325
route_JOGTPE,0.00020446839959545652
route_MELRGN,0.00020290671871461653
route_HGHLGK,0.0002027847232185274
route_CMBPER,0.00020220284761234743
route_CTSKCH,0.00020169084733133907
route_OOLRGN,0.00020123049275817833
route_CMBPVG,0.00020119468256058444
route_PERTGG,0.00020109760025386155
route_CANOOL,0.00020089798891431305
route_ICNSDK,0.00019999267275053697
route_HKTXIY,0.00019990196411408725
route_PNKTPE,0.00019907555803563035
route_BBISYD,0.00019799645892157105
route_JHBOOL,0.00019745989422853937
route_BWNTPE,0.00019743891873965754
route_COKICN,0.00019633591491481848
route_KIXSBW,0.00019622538345362677
route_KBVKIX,0.0001958530420966002
route_LOPPVG,0.00019549332705813275
route_MELTGG,0.0001932598921839712
route_CTSPER,0.00019133452818528528
route_BWNOOL,0.00019112126906679322
route_HDYPEK,0.00018999964382026825
route_MELXIY,0.00018855753391279397
booking_origin_United Arab Emirates,0.00018540030773867022
route_HNDJOG,0.00018401030891305144
route_SUBXIY,0.0001839318274127767
route_HKTPUS,0.0001825371847452534
route_BWNKTM,0.00018217534030814903
